molecule,smiles,max_abs,loge,max_em,stokes,yield,doi,solvent,dc,etn
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,464.0,,620.0,156.0,0.08,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,459.0,,633.0,174.0,0.01,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,460.0,,579.0,119.0,,https://doi.org/10.1039/d2ra01404a,H2O,78.35,1.0
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,431.0,,523.0,92.0,0.52,https://doi.org/10.1039/d2ra01404a,HEX,1.88,0.009
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,438.0,,554.0,116.0,0.34,https://doi.org/10.1039/d2ra01404a,TOL,2.3741,0.099
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,442.0,,570.0,128.0,0.23,https://doi.org/10.1039/d2ra01404a,THF,7.58,0.605
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,451.0,,619.0,168.0,0.03,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,443.0,,629.0,186.0,0.01,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,438.0,,,,,https://doi.org/10.1039/d2ra01404a,H2O,78.35,1.0
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,432.0,,511.0,79.0,0.58,https://doi.org/10.1039/d2ra01404a,HEX,1.88,0.009
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,439.0,,544.0,105.0,0.43,https://doi.org/10.1039/d2ra01404a,TOL,2.3741,0.099
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,443.0,,563.0,120.0,0.25,https://doi.org/10.1039/d2ra01404a,THF,7.58,0.605
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,450.0,,615.0,165.0,0.01,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,441.0,,,,,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,441.0,,562.0,121.0,,https://doi.org/10.1039/d2ra01404a,H2O,78.35,1.0
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,448.0,,581.0,133.0,0.45,https://doi.org/10.1039/d2ra01404a,HEX,1.88,0.009
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,453.0,,573.0,120.0,0.29,https://doi.org/10.1039/d2ra01404a,TOL,2.3741,0.099
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,451.0,,594.0,143.0,0.13,https://doi.org/10.1039/d2ra01404a,THF,7.58,0.605
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,451.0,,638.0,187.0,0.01,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,449.0,,,,,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,409.0,,507.0,98.0,0.53,https://doi.org/10.1039/d2ra01404a,HEX,1.88,0.009
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,414.0,,535.0,121.0,0.54,https://doi.org/10.1039/d2ra01404a,TOL,2.3741,0.099
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,426.0,,562.0,136.0,0.34,https://doi.org/10.1039/d2ra01404a,THF,7.58,0.605
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,434.0,,598.0,164.0,0.05,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,427.0,,617.0,190.0,0.01,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,430.0,,,,,https://doi.org/10.1039/d2ra01404a,H2O,78.35,1.0
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,411.0,,507.0,96.0,0.52,https://doi.org/10.1039/d2ra01404a,HEX,1.88,0.009
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,416.0,,535.0,119.0,0.47,https://doi.org/10.1039/d2ra01404a,TOL,2.3741,0.099
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,427.0,,553.0,126.0,0.35,https://doi.org/10.1039/d2ra01404a,THF,7.58,0.605
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,433.0,,600.0,167.0,0.07,https://doi.org/10.1039/d2ra01404a,DMSO,46.826,0.444
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,428.0,,615.0,187.0,0.01,https://doi.org/10.1039/d2ra01404a,MeOH,32.613,0.762
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,434.0,,,,,https://doi.org/10.1039/d2ra01404a,H2O,78.35,1.0
DTBT,C1=CSC(=C1)C2=CC=C(C3=NSN=C23)C4=CC=CS4,427.0,,549.0,122.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-F,C1=C(C2=NSN=C2C(=C1)C3=CC=C(S3)F)C4=CC=C(S4)F,470.0,,620.0,150.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-Cl,C1=C(C2=NSN=C2C(=C1)C3=CC=C(S3)Cl)C4=CC=C(S4)Cl,510.0,,590.0,80.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-CH3,CC1=CC=C(S1)C2=CC=C(C3=NSN=C23)C4=CC=C(S4)C,470.0,,630.0,160.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-OCh3,COc1sc(cc1)c2ccc(c3sc(OC)cc3)c4nsnc24,510.0,,680.0,170.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-OH,Oc1sc(cc1)c2ccc(c3sc(O)cc3)c4nsnc24,560.0,,670.0,110.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
DTBT-NO2,C1=C(C2=NSN=C2C(=C1)C3=CC=C(S3)[N+](=O)[O-])C4=CC=C(S4)[N+](=O)[O-],490.0,,570.0,80.0,,https://doi.org/10.12693/APhysPolA.141.445,VAC,0.0,0.0
R,Cc1sc(cc1)c2sc(cc2)c3c(F)c(F)c(c4sc(cc4)c5sc(C)cc5)c6nsnc36,475.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,495.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,536.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
T3,C1=C(/C=C\2/C(=C(C#N)C#N)C3=CSC(=C3C2=O)Cl)SC(=C1)C4=CC=C(C5=C(C(=C(C6=CC=C(C7=CC=C(/C=C\8/C(=C(C#N)C#N)C9=CSC(=C9C8=O)Cl)S7)S6)C%10=NSN=C5%10)F)F)S4,541.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
T4,CN1C(=O)/C(=C\C2=CC=C(C3=CC=C(C4=C(C(=C(C5=CC=C(C6=CC=C(/C=C/7\C(=O)N(C)C(=S)S7)S6)S5)C8=NSN=C48)F)F)S3)S2)/SC1=S,507.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
T5,COC(=O)/C(=C/C1=CC=C(C2=CC=C(C3=C(C(=C(C4=CC=C(C5=CC=C(/C=C(\C#N)/C(=O)OC)S5)S4)C6=NSN=C36)F)F)S2)S1)/C#N,491.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,VAC,0.0,0.0
R,Cc1sc(cc1)c2sc(cc2)c3c(F)c(F)c(c4sc(cc4)c5sc(C)cc5)c6nsnc36,468.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,481.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,519.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
T3,C1=C(/C=C\2/C(=C(C#N)C#N)C3=CSC(=C3C2=O)Cl)SC(=C1)C4=CC=C(C5=C(C(=C(C6=CC=C(C7=CC=C(/C=C\8/C(=C(C#N)C#N)C9=CSC(=C9C8=O)Cl)S7)S6)C%10=NSN=C5%10)F)F)S4,523.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
T4,CN1C(=O)/C(=C\C2=CC=C(C3=CC=C(C4=C(C(=C(C5=CC=C(C6=CC=C(/C=C/7\C(=O)N(C)C(=S)S7)S6)S5)C8=NSN=C48)F)F)S3)S2)/SC1=S,498.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
T5,COC(=O)/C(=C/C1=CC=C(C2=CC=C(C3=C(C(=C(C4=CC=C(C5=CC=C(/C=C(\C#N)/C(=O)OC)S5)S4)C6=NSN=C36)F)F)S2)S1)/C#N,481.0,,,,,https://doi.org/10.1016/j.comptc.2022.113669,CFM,4.81,0.259
C8TPA-2BT-PY,CCCCCCCCOC1C=CC(N(C2C=CC(OCCCCCCCC)=CC=2)C2C=CC(C3C4C(=NSN=4)C(C4C5C(=NSN=5)C(C5C=CC=CN=5)=CC=4)=CC=3)=CC=2)=CC=1,312.0,,,,,https://doi.org/10.1016/j.optmat.2021.111896,DCM,8.93,0.309
C8-TPA-2BT-PY-Ptpic,CCCCCCCCOC1C=CC(N(C2C=CC(OCCCCCCCC)=CC=2)C2C=CC(C3C4C(=NSN=4)C(C4C5C(=NSN=5)C(C5C=CC=CN=5)=C([Pt@](OC(C5C=CC=CN=5)=O)(C)=S)C=4)=CC=3)=CC=2)=CC=1,316.0,,,,,https://doi.org/10.1016/j.optmat.2021.111896,DCM,8.93,0.309
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,406.0,,509.0,103.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,407.0,,507.0,100.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,407.0,,506.0,99.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,405.0,,504.0,99.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,407.0,,506.0,99.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,407.0,,506.0,99.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,407.0,,508.0,101.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,407.0,,504.0,97.0,,https://doi.org/10.1021/acs.joc.1c02153,DCM,8.93,0.309
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,404.0,,513.0,109.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,405.0,,512.0,107.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,405.0,,513.0,108.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,405.0,,512.0,107.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,404.0,,513.0,109.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,405.0,,514.0,109.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,404.0,,516.0,112.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,406.0,,515.0,109.0,,https://doi.org/10.1021/acs.joc.1c02153,DMSO,46.826,0.444
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,391.0,,521.0,130.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,397.0,,514.0,117.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,398.0,,520.0,122.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,398.0,,515.0,117.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,404.0,,518.0,114.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,403.0,,519.0,116.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,403.0,,520.0,117.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,401.0,,519.0,118.0,,https://doi.org/10.1021/acs.joc.1c02153,MeOH,32.613,0.762
D1,CC1C=C(C2C3=NSN=C3C(/C=C3/C(=O)N(CC)/C(=C(/C#N)\C#N)/S/3)=CC=2)SC=1C1SC(C2SC(C3SC(C4SC(C5C6=NSN=C6C(/C=C6/C(=O)N(CC)/C(=C(/C#N)\C#N)/S/6)=CC=5)=CC=4C)=CC=3C)=CC=2)=C(C)C=1,420.0,,536.0,116.0,0.98,https://doi.org/10.3390/molecules26247596,MXylene,2.374,0.074
BCZ-BTD-AD,CC1(C)C2=C(C=CC=C2)N(C3=C1C=CC=C3)C4=CC=C(C5=CC(=CC(=C5)N6C7=C(C=CC=C7)C8=C6C=CC=C8)N9C%10=C(C=CC=C%10)C%11=C9C=CC=C%11)C%12=NSN=C4%12,337.0,,650.0,313.0,,https://doi.org/10.1016/j.dyepig.2021.109781,THF,7.58,0.605
BCPBT,C1=CC2=C(C=C1)N(C3=CC(=CC(=C3)N4C5=C(C=CC=C5)C6=C4C=CC=C6)C7=CC=C(C8=CC(=CC(=C8)N9C%10=C(C=CC=C%10)C%11=C9C=CC=C%11)N%12C%13=C(C=CC=C%13)C%14=C%12C=CC=C%14)C%15=NSN=C7%15)C%16=C2C=CC=C%16,332.0,,558.0,226.0,,https://doi.org/10.1016/j.dyepig.2021.109781,DCM,8.93,0.309
C3TBz,CCCCCCC1=C(C2=CC=C(C3=NSN=C23)C4=C(CCCCCC)C=C(C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=C6C=CC=C8)S4)SC(=C1)C9=CC%10=C(C=C9)N(C%11=CC=CC=C%11)C%12=C%10C=CC=C%12,322.0,,647.0,325.0,,https://doi.org/10.1016/j.jphotochem.2021.113509,DCM,8.93,0.309
C4TBz,CCCCCCC1C=C(C2C3C(=NSN=3)C(C3SC(C4C=CC5N(C6C=CC=CC=6C=5C=4)C4C=CC=CC=4)=C(CCCCCC)C=3)=CC=2)SC=1C1C=CC2N(C3C=CC=CC=3C=2C=1)C1C=CC=CC=1,335.0,,665.0,330.0,,https://doi.org/10.1016/j.jphotochem.2021.113509,DCM,8.93,0.309
CBPTZ-BTD1,CCCCCCN1C2=CC=C(C=C2SC3=C1C=CC(=C3)C4=CC=C(C5=CC=C(C=C5)C(=O)O)C6=NSN=C46)C7=CC(=CC=C7)N8C9=C(C=CC=C9)C%10=C8C=CC=C%10,447.0,,,,,https://doi.org/10.1016/j.dyepig.2021.109664,DCM,8.93,0.309
CBPTZ-BTD2,CCCCCCN1C2=CC=C(C=C2SC3=C1C=CC(=C3)C4=CC=C(C#CC5=CC=C(C=C5)C(=O)O)C6=NSN=C46)C7=CC(=CC=C7)N8C9=C(C=CC=C9)C%10=C8C=CC=C%10,468.0,,,,,https://doi.org/10.1016/j.dyepig.2021.109664,DCM,8.93,0.309
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,418.0,,509.0,91.0,0.69,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,427.0,,571.0,144.0,0.52,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,429.0,,620.0,191.0,0.20,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,427.0,,617.0,190.0,0.14,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,440.0,,694.0,254.0,0.01,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,422.0,,,,,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,370.0,,466.0,96.0,0.62,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,,488.0,115.0,0.95,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,,501.0,128.0,0.90,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,372.0,,507.0,135.0,0.99,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,374.0,,534.0,160.0,0.83,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,368.0,,547.0,179.0,0.18,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,371.0,,472.0,101.0,0.85,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,,493.0,120.0,0.99,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,,515.0,142.0,0.90,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,372.0,,518.0,146.0,0.94,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,376.0,,568.0,192.0,0.46,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,370.0,,569.0,199.0,0.02,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,357.0,,426.0,69.0,0.47,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,360.0,,470.0,110.0,0.76,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,359.0,,474.0,115.0,0.73,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,357.0,,478.0,121.0,0.89,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,360.0,,488.0,128.0,0.93,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,356.0,,499.0,143.0,0.83,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,348.0,,421.0,73.0,0.24,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,352.0,,431.0,79.0,0.52,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,351.0,,431.0,80.0,0.49,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,350.0,,466.0,116.0,0.60,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,352.0,,478.0,126.0,0.41,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,349.0,,482.0,133.0,0.71,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,349.0,,425.0,76.0,0.32,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,353.0,,435.0,82.0,0.56,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,351.0,,432.0,81.0,0.57,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,351.0,,469.0,118.0,0.74,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,352.0,,478.0,126.0,0.47,https://doi.org/10.1002/cptc.202100040,DMSO,46.826,0.444
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,349.0,,485.0,136.0,0.54,https://doi.org/10.1002/cptc.202100040,MeOH,32.613,0.762
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,350.0,,425.0,75.0,0.29,https://doi.org/10.1002/cptc.202100040,HEX,1.88,0.009
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,353.0,,432.0,79.0,0.60,https://doi.org/10.1002/cptc.202100040,TOL,2.3741,0.099
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,351.0,,434.0,83.0,0.64,https://doi.org/10.1002/cptc.202100040,THF,7.58,0.605
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,353.0,,471.0,118.0,0.63,https://doi.org/10.1002/cptc.202100040,CFM,4.81,0.259
