molecule,smiles,max_abs,loge,max_em,stokes,yield,doi,solvent,dc,etn
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,445.0,3.94,620.0,175.0,0.2,https://doi.org/10.1016/j.snb.2020.128998,DMSO,46.826,0.444
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,445.0,2.93,565.0,120.0,0.08,https://doi.org/10.1016/j.snb.2020.128998,H2O,78.3553,1.0
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,440.0,3.84,575.0,135.0,0.16,https://doi.org/10.1016/j.snb.2020.128998,AcOEt,6.02,0.228
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,450.0,3.98,615.0,165.0,0.23,https://doi.org/10.1016/j.snb.2020.128998,DCM,8.93,0.309
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,440.0,3.79,615.0,175.0,0.04,https://doi.org/10.1016/j.snb.2020.128998,ACN,35.688,0.46
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,440.0,3.89,600.0,155.0,0.5,https://doi.org/10.1016/j.snb.2020.128998,TOL,2.3741,0.099
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,450.0,3.79,570.0,120.0,0.13,https://doi.org/10.1016/j.snb.2020.128998,EtOH,24.852,0.654
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,450.0,3.64,595.0,145.0,0.19,https://doi.org/10.1016/j.snb.2020.128998,CFM,4.81,0.259
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,440.0,3.84,610.0,170.0,0.15,https://doi.org/10.1016/j.snb.2020.128998,MeOH,32.613,0.762
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,445.0,3.87,610.0,165.0,0.11,https://doi.org/10.1016/j.snb.2020.128998,DMF,36.7,0.386
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,445.0,3.93,533.0,88.0,0.31,https://doi.org/10.1016/j.snb.2020.128998,CHX,2.02,0.006
BTD-QN,c4cnc3c(Nc1cccc2nsnc12)cccc3c4,440.0,3.88,533.0,93.0,0.32,https://doi.org/10.1016/j.snb.2020.128998,HEX,1.88,0.009
BTDImH,s1nc2c(ccc(n3cc[nH+]c3)c2n1)n4cc[nH+]c4,376.0,3.3,526.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMSO,46.826,0.444
BTDImH,s1nc2c(ccc(n3cc[nH+]c3)c2n1)n4cc[nH+]c4,382.0,3.28,501.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMF,36.7,0.386
BTDImH,s1nc2c(ccc(n3cc[nH+]c3)c2n1)n4cc[nH+]c4,348.0,3.26,453.0,,,https://doi.org/10.1016/j.snb.2020.128530,H2O,78.3553,1.0
BTDImH,s1nc2c(ccc(n3cc[nH+]c3)c2n1)n4cc[nH+]c4,362.0,3.45,444.0,,,https://doi.org/10.1016/j.snb.2020.128530,MeOH,32.613,0.762
BTDImH,s1nc2c(ccc(n3cc[nH+]c3)c2n1)n4cc[nH+]c4,370.0,3.23,525.0,,,https://doi.org/10.1016/j.snb.2020.128530,EtOH,24.852,0.654
BTDImMe,C[n+]1ccn(c1)c2ccc(n3cc[n+](C)c3)c4nsnc24,376.0,3.3,526.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMSO,46.826,0.444
BTDImMe,C[n+]1ccn(c1)c2ccc(n3cc[n+](C)c3)c4nsnc24,350.0,3.62,474.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMF,36.7,0.386
BTDImMe,C[n+]1ccn(c1)c2ccc(n3cc[n+](C)c3)c4nsnc24,333.0,3.75,453.0,,,https://doi.org/10.1016/j.snb.2020.128530,H2O,78.3553,1.0
BTDImMe,C[n+]1ccn(c1)c2ccc(n3cc[n+](C)c3)c4nsnc24,336.0,3.83,453.0,,,https://doi.org/10.1016/j.snb.2020.128530,MeOH,32.613,0.762
BTDImMe,C[n+]1ccn(c1)c2ccc(n3cc[n+](C)c3)c4nsnc24,336.0,3.82,453.0,,,https://doi.org/10.1016/j.snb.2020.128530,EtOH,24.852,0.654
BTDImAc,OCC(=O)N1CCN(C1)c2ccc(N3CCN(C3)CC(O)=O)c4nsnc24,356.0,3.53,450.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMSO,46.826,0.444
BTDImAc,OCC(=O)N1CCN(C1)c2ccc(N3CCN(C3)CC(O)=O)c4nsnc24,347.0,3.54,401.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMF,36.7,0.386
BTDImAc,OCC(=O)N1CCN(C1)c2ccc(N3CCN(C3)CC(O)=O)c4nsnc24,333.0,3.57,450.0,,,https://doi.org/10.1016/j.snb.2020.128530,H2O,78.3553,1.0
BTDImAc,OCC(=O)N1CCN(C1)c2ccc(N3CCN(C3)CC(O)=O)c4nsnc24,339.0,3.73,450.0,,,https://doi.org/10.1016/j.snb.2020.128530,MeOH,32.613,0.762
BTDImAc,OCC(=O)N1CCN(C1)c2ccc(N3CCN(C3)CC(O)=O)c4nsnc24,338.0,3.58,450.0,,,https://doi.org/10.1016/j.snb.2020.128530,EtOH,24.852,0.654
BTDIm,C1=CN(C=N1)C2=CC=C(C3=NSN=C23)N4C=CN=C4,382.0,2.65,542.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMSO,46.826,0.444
BTDIm,C1=CN(C=N1)C2=CC=C(C3=NSN=C23)N4C=CN=C4,383.0,2.6,531.0,,,https://doi.org/10.1016/j.snb.2020.128530,DMF,36.7,0.386
BTDIm,C1=CN(C=N1)C2=CC=C(C3=NSN=C23)N4C=CN=C4,362.0,2.0,430.0,,,https://doi.org/10.1016/j.snb.2020.128530,H2O,78.3553,1.0
BTDIm,C1=CN(C=N1)C2=CC=C(C3=NSN=C23)N4C=CN=C4,371.0,2.81,473.0,,,https://doi.org/10.1016/j.snb.2020.128530,MeOH,32.613,0.762
BTDIm,C1=CN(C=N1)C2=CC=C(C3=NSN=C23)N4C=CN=C4,376.0,2.79,503.0,,,https://doi.org/10.1016/j.snb.2020.128530,EtOH,24.852,0.654
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,391.0,,611.0,,0.345,https://doi.org/10.1016/j.optmat.2013.12.047,TOL,2.3741,0.099
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,376.0,,627.0,,0.275,https://doi.org/10.1016/j.optmat.2013.12.047,AcOEt,6.02,0.228
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,376.0,,637.0,,0.228,https://doi.org/10.1016/j.optmat.2013.12.047,THF,7.58,0.605
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,388.0,,651.0,,0.148,https://doi.org/10.1016/j.optmat.2013.12.047,CFM,4.81,0.259
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,376.0,,659.0,,0.137,https://doi.org/10.1016/j.optmat.2013.12.047,DCM,8.93,0.309
T1,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C5=NSN=C45)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8,389.0,,690.0,,0.061,https://doi.org/10.1016/j.optmat.2013.12.047,DMF,36.7,0.386
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,404.0,,621.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,TOL,2.3741,0.099
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,399.0,,647.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,AcOEt,6.02,0.228
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,403.0,,656.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,THF,7.58,0.605
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,404.0,,661.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,CFM,4.81,0.259
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,405.0,,700.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DCM,8.93,0.309
T2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)N(C5=CC=C(C=C5)C=CC6=CC=C(C=C6)N(C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(C=C9)C=CC1=CC=C(C2=NSN=C12)C=CC1=CC=C(C=C1)N(C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,404.0,,752.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DMF,36.7,0.386
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,408.0,,620.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,TOL,2.3741,0.099
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,403.0,,646.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,AcOEt,6.02,0.228
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,405.0,,653.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,THF,7.58,0.605
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,409.0,,668.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,CFM,4.81,0.259
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,409.0,,708.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DCM,8.93,0.309
TP2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(C=C2)C=CC2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)SC2=CC=CC=C21,409.0,,749.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DMF,36.7,0.386
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,407.0,,620.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,TOL,2.3741,0.099
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,400.0,,644.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,AcOEt,6.02,0.228
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,408.0,,654.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,THF,7.58,0.605
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,409.0,,663.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,CFM,4.81,0.259
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,410.0,,710.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DCM,8.93,0.309
P2,CCCCCCCCN1C2=C(C=C(C=C2)C=CC3=CC=C(C=C3)N(C4=CC=C(C=C4)C=CC5=CC6=C(C=C5)N(C7=CC=CC=C7S6)CCCCCCCC)C8=CC=C(C=C8)C=CC9=CC=C(C2=NSN=C92)C=CC2=CC=C(C=C2)N(C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)C2=CC=C(C=C2)C=CC2=CC3=C(C=C2)N(C2=CC=CC=C2S3)CCCCCCCC)SC2=CC=CC=C21,409.0,,750.0,,,https://doi.org/10.1016/j.optmat.2013.12.047,DMF,36.7,0.386
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,404.0,3.9,543.0,139.0,,https://doi.org/10.1039/C9QO00428A,DCM,8.93,0.309
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,417.0,3.9,570.0,153.0,,https://doi.org/10.1039/C9QO00428A,DMSO,46.826,0.444
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,403.0,4.0,551.0,1485.0,,https://doi.org/10.1039/C9QO00428A,MeCN,37.5,0.46
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,402.0,3.8,572.0,170.0,,https://doi.org/10.1039/C9QO00428A,MeOH,32.613,0.762
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,404.0,3.9,533.0,129.0,,https://doi.org/10.1039/C9QO00428A,TOL,2.3741,0.099
BTD-4AP,N(c1ccncc1)c2cccc3nsnc23,362.0,3.9,552.0,190.0,,https://doi.org/10.1039/C9QO00428A,H2O,78.3553,1.0
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,367.0,3.4,525.0,158.0,,https://doi.org/10.1039/C9QO00428A,DCM,8.93,0.309
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,374.0,3.5,529.0,155.0,,https://doi.org/10.1039/C9QO00428A,DMSO,46.826,0.444
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,363.0,3.3,517.0,154.0,,https://doi.org/10.1039/C9QO00428A,MeCN,37.5,0.46
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,364.0,3.3,520.0,156.0,,https://doi.org/10.1039/C9QO00428A,MeOH,32.613,0.762
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,379.0,3.4,509.0,130.0,,https://doi.org/10.1039/C9QO00428A,TOL,2.3741,0.099
BTD-4APOc,CCCCCCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,366.0,3.3,552.0,186.0,,https://doi.org/10.1039/C9QO00428A,H2O,78.3553,1.0
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,365.0,3.3,535.0,170.0,,https://doi.org/10.1039/C9QO00428A,DCM,8.93,0.309
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,375.0,3.2,526.0,151.0,,https://doi.org/10.1039/C9QO00428A,DMSO,46.826,0.444
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,363.0,3.3,540.0,177.0,,https://doi.org/10.1039/C9QO00428A,MeCN,37.5,0.46
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,365.0,3.3,521.0,156.0,,https://doi.org/10.1039/C9QO00428A,MeOH,32.613,0.762
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,385.0,2.8,528.0,143.0,,https://doi.org/10.1039/C9QO00428A,TOL,2.3741,0.099
BTD-4APBu,CCCC[n+]1ccc(Nc2cccc3nsnc23)cc1,365.0,3.2,550.0,185.0,,https://doi.org/10.1039/C9QO00428A,H2O,78.3553,1.0
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,371.0,3.2,504.0,133.0,,https://doi.org/10.1039/C9QO00428A,DCM,8.93,0.309
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,372.0,2.8,527.0,155.0,,https://doi.org/10.1039/C9QO00428A,DMSO,46.826,0.444
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,369.0,3.1,512.0,143.0,,https://doi.org/10.1039/C9QO00428A,MeCN,37.5,0.46
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,362.0,3.2,519.0,157.0,,https://doi.org/10.1039/C9QO00428A,MeOH,32.613,0.762
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,377.0,2.3,527.0,150.0,,https://doi.org/10.1039/C9QO00428A,TOL,2.3741,0.099
BTD-4APBuP,C(CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3)C[n+]4ccc(Nc5cccc6nsnc56)cc4,367.0,3.2,538.0,171.0,,https://doi.org/10.1039/C9QO00428A,H2O,78.3553,1.0
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,362.0,3.72,463.0,101.0,,https://doi.org/10.1590/S0103-50532012000400024,ACN,35.688,0.46
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,366.0,3.68,461.0,95.0,,https://doi.org/10.1590/S0103-50532012000400024,DCM,8.93,0.309
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,359.0,3.57,467.0,104.0,,https://doi.org/10.1590/S0103-50532012000400024,MeOH,32.613,0.762
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,367.0,3.77,459.0,93.0,,https://doi.org/10.1590/S0103-50532012000400024,THF,7.58,0.605
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,362.0,3.68,462.0,99.0,,https://doi.org/10.1590/S0103-50532012000400024,Ac,20.7,0.355
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,361.0,3.77,465.0,104.0,,https://doi.org/10.1590/S0103-50532012000400024,EtOH,24.852,0.654
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,369.0,3.68,458.0,88.0,,https://doi.org/10.1590/S0103-50532012000400024,TOL,2.3741,0.099
BTDPy,C1=CC(=NC=C1)C2=CC=C(C3=NSN=C23)Br,365.0,3.63,446.0,78.0,,https://doi.org/10.1590/S0103-50532012000400024,HEX,1.88,0.009
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,337.0,4.13,443.0,106.0,,https://doi.org/10.1590/S0103-50532012000400024,ACN,35.688,0.46
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,344.0,4.17,446.0,102.0,,https://doi.org/10.1590/S0103-50532012000400024,DCM,8.93,0.309
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,340.0,4.1,441.0,101.0,,https://doi.org/10.1590/S0103-50532012000400024,MeOH,32.613,0.762
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,353.0,4.13,455.0,102.0,,https://doi.org/10.1590/S0103-50532012000400024,THF,7.58,0.605
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,338.0,4.13,440.0,102.0,,https://doi.org/10.1590/S0103-50532012000400024,Ac,20.7,0.355
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,338.0,4.13,439.0,101.0,,https://doi.org/10.1590/S0103-50532012000400024,EtOH,24.852,0.654
BTDPyMe,C[N+]1=C(C=CC=C1)C2=CC=C(C3=NSN=C23)Br,340.0,4.18,460.0,120.0,,https://doi.org/10.1590/S0103-50532012000400024,TOL,2.3741,0.099
BTDShiny,COC1=CC=C(C=C1)C2=CC=C(C3=NC=CC=C3)C4=NSN=C24,403.0,4.11,552.0,149.0,,https://doi.org/10.1590/S0103-50532012000400024,ACN,35.688,0.46
BTDShiny,COC1=CC=C(C=C1)C2=CC=C(C3=NC=CC=C3)C4=NSN=C24,407.0,4.03,543.0,135.0,,https://doi.org/10.1590/S0103-50532012000400024,DCM,8.93,0.309
BTDShiny,COC1=CC=C(C=C1)C2=CC=C(C3=NC=CC=C3)C4=NSN=C24,407.0,4.36,566.0,159.0,,https://doi.org/10.1590/S0103-50532012000400024,MeOH,32.613,0.762
